student_id,name,branch,cgpa,avg_test_score,technical_score,aptitude_score,num_projects,num_internships,skills,placed,company,salary
S00019,Riya,IT,5.83,75.84,99.19,55.51,2,3,"CSS, Java, Python, JavaScript",1,TCS,394185
S00020,Riya,CSE,9.0,58.16,75.15,91.54,2,0,"Express, SQL, CSS",1,IBM,1150395
S00021,Amit,ECE,5.82,98.87,72.88,73.87,2,2,"Python, Verilog",1,HCL,436627
S00022,Karan,CSE,6.64,80.51,82.45,54.95,6,3,"ML, Java, SQL, C++",1,TCS,513047
S00023,Nikhil,CSE,8.13,75.17,68.59,68.45,3,0,"SQL, C++, CSS, HTML",0,,0
S00024,Rahul,IT,8.5,58.36,83.06,67.17,2,1,"Java, CSS, JavaScript, Python",1,Accenture,1294396
S00025,Aarav,IT,8.38,79.48,75.09,49.75,1,1,"SQL, Node, HTML, Python",1,IBM,953055
S00026,Nikhil,ECE,6.27,64.99,79.78,60.9,1,2,"VLSI, C++",0,,0
S00027,Pooja,CSE,7.58,68.06,64.1,69.68,2,0,"DL, DataScience, React, SQL",0,,0
S00028,Aisha,IT,8.68,53.19,95.99,85.2,2,1,"React, HTML",1,Meta,3177201
S00029,Rahul,IT,7.57,57.59,96.59,67.73,2,2,"Node, React, Java",1,Accenture,819277
S00030,Vihaan,CSE,7.87,74.39,74.2,68.64,4,0,"C++, DataScience, SQL",0,,0
S00031,Sameer,ECE,6.9,80.06,86.37,60.22,6,0,"C, MATLAB, VLSI",0,,0
S00032,Diya,CSE,7.18,76.85,85.35,83.15,2,3,"Node, Java, C++",1,TCS,616256
S00033,Rahul,CSE,7.35,76.51,73.4,80.83,2,2,"DataScience, Java, SQL",1,Accenture,970453
S00034,Rishabh,CIVIL,7.82,69.35,56.2,79.47,3,1,"Revit, Surveying, STAAD, AutoCAD",0,,0
S00035,Pooja,CIVIL,6.68,65.93,71.33,71.34,2,1,"AutoCAD, Surveying, STAAD, Revit",1,TCS,552577
S00036,Karan,MECH,8.38,72.89,71.45,50.82,2,2,"Python, SolidWorks, MATLAB, AutoCAD",1,IBM,1271697
S00037,Priya,CSE,7.28,78.21,72.89,83.04,1,3,"DataScience, Express, C++, DL",1,Accenture,1372302
S00038,Karan,CSE,7.86,70.05,81.21,70.69,2,2,"DL, React, Python, Java",1,Adobe,1952176
S00039,Ananya,ECE,6.61,82.1,77.23,66.3,0,1,"C, C++, Embedded, Verilog",0,,0
S00040,Rohan,IT,7.67,67.85,57.84,75.38,5,1,"SQL, Java, React, Node",1,Wipro,479872
S00041,Aarav,CSE,7.06,60.2,72.96,72.69,2,0,"Python, CSS, HTML, C++",1,TCS,473933
S00042,Nikhil,IT,7.54,69.9,93.89,57.17,1,0,"Express, CSS",1,Tech Mahindra,558433
S00043,Karan,CSE,7.99,71.06,69.59,66.15,1,2,"SQL, DataScience, ML, Node",1,Accenture,759990
S00044,Aisha,CIVIL,7.18,69.18,56.48,47.15,2,0,"Surveying, STAAD, AutoCAD, Revit",0,,0
S00045,Rishabh,CSE,8.06,82.81,83.81,71.03,3,0,"DataScience, C++, Python, Express",1,IBM,1135024
S00046,Amit,ECE,8.37,78.05,69.76,85.96,3,1,"Python, VLSI, C++",1,Deloitte,784160
S00047,Neha,CSE,9.11,55.69,87.08,48.45,2,0,"C++, Node, HTML, Python",0,,0
S00048,Rohan,IT,7.03,85.34,97.1,71.54,6,0,"Express, CSS",1,Tech Mahindra,413341
S00049,Riya,IT,7.86,42.59,66.65,78.02,3,1,"Node, SQL, React",1,Accenture,993886
S00050,Vikram,CSE,9.12,91.51,98.78,79.8,4,1,"React, ML",1,Amazon,2303396
S00051,Pooja,CIVIL,6.97,67.13,54.96,61.05,2,0,"STAAD, AutoCAD, Revit",0,,0
S00052,Ananya,ECE,7.26,68.1,77.15,56.77,2,1,"Verilog, C++, MATLAB, C",0,,0
S00053,Ananya,CIVIL,8.02,69.4,65.7,62.96,3,1,"Revit, STAAD, Surveying",0,,0
S00054,Riya,MECH,7.18,73.85,79.98,84.29,2,0,"SolidWorks, MATLAB, AutoCAD, Python",1,TCS,403918
S00055,Shreya,IT,7.35,70.0,85.31,49.49,2,2,"Node, Express",0,,0
S00056,Vihaan,CIVIL,6.77,68.67,64.31,55.41,6,0,"STAAD, Revit, Surveying",0,,0
S00057,Sneha,CSE,7.71,83.09,77.44,64.49,4,1,"CSS, Java, React",1,Accenture,1196838
S00058,Sameer,CSE,7.5,75.66,91.45,58.29,2,1,"Java, DL, Node, DataScience",1,Accenture,1145364
S00059,Vikram,CSE,7.21,60.41,70.6,69.5,4,0,"ML, Node, SQL",0,,0
S00060,Sameer,CSE,9.5,77.41,87.78,86.97,3,0,"C++, ML, Java",1,Microsoft,1749265
S00061,Ananya,IT,5.69,75.24,69.35,55.55,0,2,"HTML, Node, Python, JavaScript",0,,0
S00062,Nikhil,CSE,6.35,64.55,68.49,68.24,2,1,"DataScience, DL",1,Infosys,415263
S00063,Diya,MECH,5.0,77.92,63.63,69.9,0,1,"AutoCAD, Python, SolidWorks, MATLAB",0,,0
S00064,Priya,IT,6.69,68.42,75.6,65.98,1,2,"SQL, Java",0,,0
S00065,Rahul,CSE,6.5,67.78,78.83,51.06,1,0,"Node, ML",0,,0
S00066,Diya,IT,7.27,67.51,90.02,62.35,2,2,"React, SQL",1,Accenture,764663
S00067,Neha,CSE,8.93,45.72,85.85,62.38,2,1,"Express, Python, SQL",1,Amazon,3112725
S00068,Riya,MECH,6.84,64.73,84.85,77.6,1,1,"Python, AutoCAD",1,TCS,386070
S00069,Shreya,CSE,6.56,77.13,63.96,75.03,2,2,"ML, C++",1,TCS,459817
S00070,Rahul,CIVIL,6.93,69.78,82.54,51.38,2,1,"AutoCAD, Surveying, Revit, STAAD",0,,0
S00071,Shreya,ECE,7.24,57.15,68.17,65.35,2,0,"Embedded, Verilog, VLSI",0,,0
S00072,Vihaan,CSE,6.65,79.65,87.46,64.0,1,2,"HTML, Python, React",1,TCS,456494
S00073,Rishabh,CSE,8.56,67.01,85.89,93.46,3,2,"React, Node",1,Adobe,1652588
S00074,Neha,MECH,6.6,57.78,57.93,73.51,0,1,"Python, SolidWorks, AutoCAD",0,,0
S00075,Vihaan,ECE,6.37,92.06,70.84,57.07,2,1,"Embedded, Python, C",0,,0
S00076,Rishabh,ECE,6.54,59.47,58.23,60.68,4,0,"C++, Embedded",0,,0
S00077,Aarav,ECE,7.06,78.79,65.11,65.46,2,1,"MATLAB, VLSI, Python",0,,0
S00078,Ananya,CSE,7.37,62.31,82.66,74.35,2,2,"Python, Java, DL, SQL",1,Accenture,849157
S00079,Vihaan,IT,7.66,71.36,72.12,75.82,1,1,"Express, Node, Java",1,Accenture,1163225
S00080,Neha,CSE,7.95,60.98,68.08,72.41,3,2,"C++, HTML, ML",1,Deloitte,1376639
S00081,Ananya,MECH,7.18,57.61,66.51,67.48,5,2,"AutoCAD, MATLAB, SolidWorks",1,TCS,444299
S00082,Priya,ECE,6.2,75.22,79.96,68.37,2,0,"C, Verilog, Python, VLSI",1,TCS,397104
S00083,Riya,CSE,7.09,74.05,78.9,68.45,2,1,"DL, Java, React",1,TCS,567420
S00084,Pooja,CSE,8.73,81.45,87.26,48.61,3,1,"C++, Express, Python, ML",1,Deloitte,1122511
S00085,Vikram,CSE,7.83,69.66,74.38,69.26,1,1,"DataScience, HTML, Python, React",1,IBM,1390157
S00086,Vihaan,CSE,8.56,92.2,84.75,63.07,6,0,"Express, DL, SQL, DataScience",1,IBM,1323203
S00087,Aisha,ECE,6.91,72.68,62.05,50.17,2,1,"MATLAB, Embedded, C++, C",1,TCS,382865
S00088,Rishabh,ECE,5.74,75.67,71.54,99.01,1,0,"Python, Embedded, MATLAB",0,,0
S00089,Sameer,MECH,7.03,56.42,76.36,73.74,2,2,"AutoCAD, MATLAB, SolidWorks",1,TCS,408637
S00090,Ananya,IT,7.89,63.86,88.34,70.16,2,3,"JavaScript, Express, Node",1,Adobe,3050660
S00091,Rahul,CSE,7.24,75.2,89.38,65.55,2,0,"React, Node",0,,0
S00092,Vikram,ECE,6.98,69.16,77.78,78.76,3,1,"C, Verilog, VLSI",1,TCS,459689
S00093,Sneha,ECE,6.23,71.88,72.35,56.05,2,2,"Python, MATLAB, C",1,HCL,415068
S00094,Vihaan,IT,6.01,61.84,72.33,66.25,2,1,"SQL, CSS, JavaScript",1,Tech Mahindra,413611
S00095,Sameer,ECE,7.75,71.22,64.79,58.57,2,0,"MATLAB, Embedded",1,TCS,572087
S00096,Vikram,IT,6.76,71.19,83.46,78.66,3,2,"HTML, Node, JavaScript",1,TCS,438729
S00097,Vihaan,IT,7.52,58.2,70.1,60.08,2,1,"JavaScript, Java",1,Accenture,986541
S00098,Riya,IT,7.63,76.43,100.0,83.22,0,1,"Python, HTML",1,Deloitte,1010659
S00099,Sameer,CSE,8.72,53.0,89.63,68.81,2,3,"Java, Node, C++, Python",1,Microsoft,2132633
S00100,Riya,CSE,8.15,71.84,79.66,79.29,2,3,"Node, Java, C++",0,,0
S00101,Vihaan,CSE,5.88,87.66,71.21,74.8,5,2,"CSS, Java, HTML",1,Tech Mahindra,327527
S00102,Aisha,ECE,7.02,76.81,51.25,82.71,2,0,"C++, VLSI",0,,0
S00103,Aarav,CSE,6.87,76.74,58.19,58.78,2,0,"CSS, HTML, Express",0,,0
S00104,Rishabh,IT,7.57,61.03,83.19,80.87,6,2,"SQL, Node, Python",1,Accenture,1042731
S00105,Diya,CIVIL,7.89,87.69,64.15,47.65,2,1,"Revit, Surveying, AutoCAD, STAAD",0,,0
S00106,Rohan,CSE,7.03,83.77,58.68,70.52,3,1,"CSS, SQL",0,,0
S00107,Rahul,IT,6.19,61.56,62.31,63.45,3,1,"SQL, Java, React",0,,0
S00108,Karan,ECE,6.69,65.25,68.4,53.15,2,2,"VLSI, C++",1,TCS,434522
S00109,Diya,CSE,6.99,82.55,81.39,59.28,2,0,"Node, Python",0,,0
S00110,Amit,CSE,7.61,87.96,78.11,62.31,4,3,"DL, Express",1,Accenture,1124179
S00111,Aisha,CSE,8.71,57.35,66.2,67.64,2,1,"React, CSS, DataScience, SQL",1,Accenture,1321687
S00112,Aditi,CSE,8.13,59.96,77.86,63.7,2,2,"C++, Python, ML, CSS",1,Amazon,2977830
S00113,Vihaan,CIVIL,6.73,68.56,68.85,70.96,2,1,"AutoCAD, Revit",1,TCS,639076
S00114,Aditi,MECH,7.8,48.29,55.54,60.04,2,1,"AutoCAD, Python, SolidWorks",1,TCS,497581
S00115,Vihaan,ECE,7.25,70.19,72.81,64.28,2,2,"VLSI, C++, MATLAB",1,Accenture,1131456
S00116,Karan,MECH,6.88,81.86,70.85,66.53,1,1,"AutoCAD, MATLAB, Python",1,TCS,621929
S00117,Riya,MECH,7.32,55.61,83.33,72.19,1,1,"AutoCAD, SolidWorks, Python, MATLAB",1,Accenture,896102
S00118,Shreya,CSE,6.58,71.27,76.78,80.19,3,1,"DataScience, CSS, Node",1,TCS,605502
S00119,Rishabh,MECH,6.37,64.18,71.04,80.24,2,0,"MATLAB, SolidWorks, AutoCAD",0,,0
S00120,Riya,IT,6.31,86.4,78.46,72.85,1,2,"Python, Node, CSS",1,Wipro,405709
S00121,Sameer,MECH,6.6,64.3,57.66,75.16,1,2,"Python, AutoCAD, MATLAB",1,TCS,478735
S00122,Rishabh,MECH,5.94,85.19,60.35,73.74,1,0,"AutoCAD, MATLAB, SolidWorks, Python",0,,0
S00123,Ananya,CSE,8.67,64.03,77.75,66.22,2,2,"Python, CSS, ML, C++",1,Amazon,1936553
S00124,Nikhil,CSE,8.3,77.71,94.65,80.81,2,2,"Java, Express",1,Amazon,3146861
S00125,Vikram,CSE,8.01,72.52,72.41,59.03,1,1,"C++, Java, DataScience",0,,0
S00126,Pooja,IT,7.97,68.62,69.56,45.42,3,1,"HTML, React",1,Accenture,783535
S00127,Pooja,MECH,6.7,62.09,49.8,57.5,1,1,"SolidWorks, MATLAB, AutoCAD, Python",0,,0
S00128,Amit,MECH,7.84,73.23,61.14,86.84,1,1,"AutoCAD, MATLAB, SolidWorks",0,,0
S00129,Vihaan,CSE,7.95,65.59,67.64,66.45,6,1,"Node, Java, DataScience",1,Accenture,760775
S00130,Rishabh,IT,7.95,63.1,67.38,73.29,2,1,"React, CSS, Python",1,Accenture,1088326
S00131,Nikhil,IT,7.49,84.73,83.78,66.71,1,0,"Node, SQL, Express",0,,0
S00132,Shreya,CSE,8.43,75.48,77.78,76.74,4,2,"Express, Node, CSS",1,Adobe,3429907
S00133,Rishabh,CSE,6.39,76.44,100.0,70.85,2,1,"HTML, Node",1,TCS,312715
S00134,Aditi,CSE,9.2,66.08,85.23,69.18,5,3,"DataScience, Node, React",1,Adobe,2764757
S00135,Rishabh,CIVIL,6.4,68.14,58.86,77.37,1,0,"AutoCAD, Surveying",0,,0
S00136,Vihaan,CSE,7.37,67.51,90.64,64.41,4,0,"Python, HTML",1,Accenture,899740
S00137,Aditi,IT,7.81,73.37,67.16,74.46,1,1,"CSS, React, Python",1,Accenture,828602
S00138,Sneha,ECE,7.02,76.42,81.21,67.9,5,0,"MATLAB, Verilog",0,,0
S00139,Diya,IT,8.88,69.7,90.28,68.71,3,1,"CSS, Java",1,Amazon,1924087
S00140,Sneha,CIVIL,7.61,62.07,57.47,60.18,1,0,"AutoCAD, Revit",0,,0
S00141,Pooja,CIVIL,5.0,77.61,62.97,67.41,4,1,"STAAD, AutoCAD, Revit",1,Infosys,446046
S00142,Amit,CSE,7.8,70.33,79.4,63.51,2,1,"CSS, Node, C++, SQL",1,Accenture,840181
S00143,Aarav,IT,7.64,55.59,61.74,83.56,3,1,"HTML, Express",1,Tech Mahindra,530877
S00144,Pooja,CSE,8.25,48.65,84.32,49.79,3,1,"Java, React, Node",1,Accenture,1205977
S00145,Priya,CSE,8.35,72.98,87.47,80.67,3,2,"Express, DataScience",1,Amazon,3044459
S00146,Nikhil,CSE,8.28,61.71,73.9,49.07,2,2,"HTML, DataScience, CSS",1,IBM,728407
S00147,Riya,ECE,7.34,74.31,70.91,76.45,5,0,"C++, C, Embedded, Verilog",1,Accenture,1370761
S00148,Aisha,IT,7.69,62.24,84.98,59.95,3,2,"Express, Python",1,Deloitte,1295192
S00149,Vihaan,CSE,8.31,71.33,98.77,76.8,1,1,"Node, Python, SQL, C++",1,Microsoft,1611615
S00150,Ananya,CSE,9.57,66.22,78.8,68.54,1,1,"Express, React, HTML, DL",1,Accenture,1342425
S00151,Vihaan,CIVIL,5.0,87.52,72.37,52.81,3,0,"Surveying, Revit, AutoCAD, STAAD",0,,0
S00152,Amit,CSE,7.37,79.5,69.99,86.3,4,1,"DataScience, C++, Express",1,Accenture,702713
S00153,Aditi,CSE,7.48,83.47,73.53,79.32,3,0,"Express, Java, Node",1,Accenture,718991
S00154,Riya,IT,8.09,70.24,59.41,76.04,2,1,"Java, HTML",0,,0
S00155,Shreya,CIVIL,6.14,78.22,63.43,62.32,2,3,"Revit, Surveying, STAAD",0,,0
S00156,Ananya,CSE,8.3,70.92,84.42,79.73,3,2,"HTML, C++",1,Microsoft,3278755
S00157,Rahul,ECE,6.77,84.7,60.22,54.6,1,2,"MATLAB, Python, Embedded, C++",1,TCS,372251
S00158,Neha,ECE,6.99,69.27,72.4,43.27,2,1,"C, Embedded",0,,0
S00159,Diya,CSE,8.99,56.03,57.53,51.25,3,0,"C++, DL, Node",0,,0
S00160,Amit,ECE,7.22,50.01,56.67,58.94,2,0,"VLSI, C, MATLAB",0,,0
S00161,Nikhil,IT,6.28,86.68,84.67,60.94,2,0,"React, CSS",0,,0
S00162,Vihaan,ECE,7.84,74.79,74.49,64.78,2,1,"MATLAB, VLSI",1,Accenture,1365715
S00163,Nikhil,ECE,8.14,75.44,65.2,65.31,2,1,"VLSI, Embedded",1,Accenture,1112060
S00164,Aarav,IT,7.25,84.9,96.86,62.2,3,1,"HTML, Node",1,Accenture,1061974
S00165,Aditi,CSE,7.6,53.48,85.35,44.6,3,1,"DataScience, SQL, C++, HTML",1,Accenture,1369340
S00166,Rishabh,MECH,7.11,66.41,46.52,72.31,3,1,"MATLAB, SolidWorks, Python",0,,0
S00167,Ananya,CSE,6.16,67.64,72.21,66.82,0,0,"Node, DataScience",0,,0
S00168,Ananya,CSE,8.64,77.42,85.88,61.64,4,1,"ML, CSS, Express",1,Amazon,2450734
S00169,Vihaan,CSE,8.53,63.07,68.13,86.78,3,1,"ML, C++, Node, DataScience",1,Accenture,1224571
S00170,Rishabh,IT,8.89,57.99,65.35,67.09,5,3,"Java, React",1,Accenture,751421
S00171,Amit,ECE,7.57,57.9,69.9,70.7,6,1,"C++, C, MATLAB, Python",1,Deloitte,768600
S00172,Diya,CSE,7.66,81.49,91.39,79.55,2,1,"SQL, Node",1,Accenture,1189065
S00173,Aarav,IT,7.04,62.57,61.5,52.12,5,2,"CSS, JavaScript, Python, HTML",1,Tech Mahindra,485936
S00174,Riya,CSE,7.82,64.48,74.0,69.73,2,1,"Node, Python, DL, Java",0,,0
S00175,Shreya,ECE,10.0,76.34,76.77,79.51,2,3,"MATLAB, C, Embedded",1,Amazon,3056365
S00176,Vihaan,CSE,7.47,63.01,67.44,68.9,1,1,"SQL, HTML, Python, C++",0,,0
S00177,Shreya,ECE,5.9,52.95,59.75,54.36,2,3,"Python, VLSI, MATLAB, C",0,,0
S00178,Sameer,IT,7.69,54.18,89.27,64.21,3,0,"Node, CSS",1,Accenture,702562
S00179,Aarav,CIVIL,7.9,69.43,62.29,72.27,6,1,"AutoCAD, Revit",1,TCS,371252
S00180,Rishabh,CSE,7.54,74.97,80.69,44.72,3,2,"Node, DL, Java",1,Accenture,911449
S00181,Vihaan,CSE,7.39,67.98,95.18,53.77,3,0,"Express, DataScience, Python, DL",1,Accenture,915727
S00182,Priya,CSE,7.65,74.3,77.14,93.68,4,0,"SQL, DL, HTML",1,Accenture,1321176
S00183,Aarav,CIVIL,5.23,53.87,58.05,75.82,3,0,"Surveying, Revit, AutoCAD",0,,0
S00184,Neha,MECH,7.77,54.55,54.32,87.8,1,0,"Python, SolidWorks",0,,0
S00185,Rishabh,CSE,7.2,92.54,85.93,80.4,4,1,"SQL, React",1,Accenture,1375708
S00186,Karan,ECE,6.22,82.33,80.58,74.73,3,2,"C, Python",1,Tech Mahindra,431651
S00187,Ananya,MECH,6.67,77.69,61.11,66.29,3,0,"MATLAB, AutoCAD",0,,0
S00188,Diya,IT,6.7,63.4,78.78,74.57,3,0,"JavaScript, Node, Express",1,TCS,491633
S00189,Sameer,IT,9.57,67.62,82.81,87.4,1,0,"Express, SQL, HTML",1,IBM,1292001
S00190,Aarav,CSE,7.11,69.98,89.36,79.91,1,0,"ML, C++",0,,0
S00191,Diya,CSE,7.55,83.14,91.74,72.0,2,3,"HTML, Java",1,Accenture,1049012
S00192,Vikram,MECH,7.75,74.03,35.57,67.93,2,0,"Python, MATLAB, SolidWorks",0,,0
S00193,Sneha,CIVIL,6.2,75.26,69.44,75.98,4,1,"Surveying, Revit",1,HCL,351339
S00194,Rahul,ECE,7.52,68.32,59.76,63.62,3,0,"C, MATLAB, Verilog, Python",0,,0
S00195,Neha,CSE,7.29,77.93,58.94,75.98,1,0,"C++, Node",0,,0
S00196,Aditi,CSE,7.73,73.02,100.0,61.62,2,0,"HTML, Python, SQL",1,Deloitte,1134924
S00197,Sneha,ECE,8.04,70.44,91.9,65.75,3,0,"Embedded, VLSI, C++",1,Accenture,1384417
S00198,Ananya,MECH,7.81,62.57,75.27,57.67,2,0,"SolidWorks, MATLAB, Python, AutoCAD",0,,0
S00199,Diya,MECH,8.68,68.86,68.77,64.72,0,2,"AutoCAD, SolidWorks, Python, MATLAB",1,Deloitte,807371
S00200,Aarav,ECE,7.25,59.2,80.33,61.8,2,1,"Verilog, C++",0,,0
S00201,Rishabh,ECE,8.56,69.6,65.2,90.3,2,1,"C, Embedded, VLSI",1,Accenture,968879
S00202,Riya,CSE,7.22,70.89,79.39,59.27,5,1,"Express, ML, DataScience, C++",1,Accenture,1382962
S00203,Riya,CSE,8.47,45.95,85.98,74.62,5,0,"Node, Express, SQL, React",1,Adobe,3438711
S00204,Diya,MECH,5.96,67.7,84.12,58.64,3,0,"Python, SolidWorks, MATLAB, AutoCAD",0,,0
S00205,Amit,ECE,6.89,58.24,67.35,70.56,2,0,"Python, MATLAB, VLSI, Verilog",0,,0
S00206,Nikhil,CSE,7.08,74.99,100.0,73.48,3,0,"CSS, SQL, Python, Node",1,Infosys,462592
S00207,Pooja,CSE,7.99,76.37,69.49,47.79,2,2,"Python, C++, ML, React",1,Deloitte,1165547
S00208,Nikhil,ECE,8.09,65.74,77.69,53.23,2,0,"VLSI, MATLAB",0,,0
S00209,Sneha,CSE,7.65,75.49,86.41,58.54,0,1,"DL, Java, HTML, CSS",1,Accenture,1072076
S00210,Aisha,CSE,7.14,75.91,73.07,54.36,1,1,"DL, SQL",1,Infosys,615157
S00211,Amit,IT,5.99,67.7,61.76,71.01,1,1,"CSS, React",0,,0
S00212,Rohan,ECE,8.85,85.34,86.41,72.91,3,1,"C, Python",1,Amazon,3327614
S00213,Rohan,ECE,7.45,62.75,86.63,57.24,2,0,"C++, Embedded",1,TCS,554994
S00214,Sameer,CSE,7.67,84.71,75.57,71.49,1,1,"C++, SQL, Python",1,HCL,571868
S00215,Neha,ECE,7.45,67.75,68.75,64.91,3,2,"Python, VLSI, Embedded, C++",1,TCS,575709
S00216,Rahul,CSE,7.63,61.57,89.43,68.81,3,1,"HTML, CSS, ML, React",1,Accenture,1099879
S00217,Diya,CSE,7.92,66.48,85.12,62.46,1,3,"DL, Express",1,Accenture,812957
S00218,Aditi,ECE,8.23,59.01,73.88,75.85,3,1,"Embedded, C",1,Accenture,1291059
S00219,Sameer,ECE,6.62,77.85,56.47,89.62,3,1,"MATLAB, Embedded, Verilog",0,,0
S00220,Rishabh,MECH,7.22,53.97,63.29,79.29,2,1,"SolidWorks, MATLAB",1,TCS,587936
S00221,Sneha,ECE,7.47,83.9,69.84,86.72,6,2,"C, Verilog, C++",1,Accenture,1393273
S00222,Vikram,IT,9.67,60.64,61.7,53.17,0,1,"HTML, JavaScript",1,Tech Mahindra,594297
S00223,Vihaan,CSE,6.21,78.37,81.32,61.89,3,3,"Node, ML",1,Tech Mahindra,302742
S00224,Rohan,IT,7.3,70.24,78.16,76.78,1,1,"Python, Java, Node, React",1,Accenture,1051236
S00225,Shreya,CSE,8.27,72.71,90.84,88.1,2,2,"Java, Express, Python",1,Amazon,3005941
S00226,Riya,CSE,6.59,64.1,72.43,77.81,1,1,"Node, Java, Python, CSS",1,TCS,469337
S00227,Rishabh,CIVIL,7.34,73.53,67.7,57.69,3,2,"AutoCAD, Revit, STAAD",1,Accenture,966743
S00228,Priya,IT,9.35,71.35,84.56,64.78,2,0,"Node, React, Java, HTML",0,,0
S00229,Sameer,MECH,7.05,55.42,56.1,74.0,6,0,"SolidWorks, AutoCAD, Python, MATLAB",0,,0
S00230,Diya,ECE,6.95,60.37,64.07,68.02,3,2,"C++, VLSI, C",1,TCS,561073
S00231,Vihaan,ECE,7.92,64.59,72.57,60.41,5,1,"VLSI, Python, C, C++",1,IBM,1162514
S00232,Rohan,IT,6.54,62.45,70.64,66.52,2,2,"Node, HTML",1,TCS,544939
S00233,Rohan,IT,8.3,82.53,78.52,69.83,2,3,"Python, CSS",1,Amazon,3096740
S00234,Aarav,IT,8.05,70.07,78.83,56.98,2,0,"JavaScript, Python",1,TCS,517724
S00235,Sneha,CSE,9.1,62.21,80.36,81.81,4,1,"Java, Python, SQL",1,Amazon,1528388
S00236,Vikram,ECE,7.09,65.09,60.84,64.72,2,0,"Python, Embedded, C",0,,0
S00237,Neha,CSE,8.0,64.96,53.59,69.13,5,0,"React, Java",1,Infosys,389133
S00238,Sameer,CSE,7.65,67.12,75.94,82.42,0,1,"SQL, Java, DataScience, C++",0,,0
S00239,Karan,ECE,6.31,59.25,60.72,68.5,4,0,"MATLAB, Verilog",0,,0
S00240,Sameer,CSE,8.45,61.86,80.31,81.76,2,1,"Python, CSS, Node",1,Amazon,3329525
S00241,Nikhil,CIVIL,7.08,77.67,63.06,57.65,3,3,"AutoCAD, Revit, Surveying",1,TCS,629281
S00242,Rishabh,CIVIL,7.07,71.85,72.43,75.2,6,1,"Surveying, STAAD, Revit",1,TCS,602847
S00243,Ananya,CIVIL,7.1,68.48,45.42,80.07,4,2,"AutoCAD, Revit, STAAD, Surveying",1,Infosys,308520
S00244,Neha,IT,8.9,70.03,78.7,60.04,5,1,"JavaScript, CSS, Java, React",1,Adobe,2449238
S00245,Ananya,CSE,7.33,69.54,65.47,67.86,3,0,"C++, Python, CSS",0,,0
S00246,Amit,CIVIL,7.32,67.91,58.83,68.11,6,1,"AutoCAD, Surveying, Revit",1,TCS,429043
S00247,Neha,IT,8.86,75.17,71.54,72.52,3,0,"SQL, CSS, HTML",1,IBM,1002156
S00248,Amit,CIVIL,6.33,74.43,68.96,75.7,4,1,"Surveying, AutoCAD, STAAD",1,Wipro,432671
S00249,Aditi,CIVIL,7.74,54.28,61.69,59.07,3,1,"AutoCAD, Surveying, STAAD, Revit",1,TCS,366458
S00250,Riya,MECH,7.64,68.68,64.62,69.28,3,1,"AutoCAD, Python, MATLAB, SolidWorks",1,TCS,502637
S00251,Aisha,CSE,7.99,54.94,89.65,89.1,3,1,"HTML, Python, Java, ML",1,Deloitte,982864
S00252,Rohan,IT,8.1,76.36,73.31,82.65,3,1,"Python, React, SQL",1,Adobe,2737519
S00253,Shreya,MECH,8.18,77.68,41.35,79.53,2,0,"SolidWorks, MATLAB, AutoCAD",0,,0
