student_id,name,branch,cgpa,avg_test_score,technical_score,aptitude_score,num_projects,num_internships,skills,placed,company,salary
S1742,Rahul,CSE,8.44,71.8,95.99,69.13,1,1,"DL, ML, DataScience",1,TCS,408677
S1643,Rohan,ECE,8.23,53.29,63.36,51.94,3,2,"Embedded, C, VLSI",1,TCS,415610
S1312,Rahul,ECE,7.85,79.37,75.86,74.63,3,1,"Embedded, VLSI, C",0,,0
S1080,Priya,CSE,6.26,71.27,85.1,40.9,4,0,"DL, Python, DataScience",1,HCL,586295
S1590,Ananya,IT,8.51,66.42,96.79,72.53,3,1,"CSS, Java, Node",0,,0
S1102,Aarav,IT,7.17,79.27,65.9,72.57,5,1,"Node, Java, CSS",1,TCS,486374
S1590,Ananya,IT,8.51,66.42,96.79,72.53,3,1,"CSS, Java, Node",0,,0
S1309,Ananya,MECH,7.27,59.33,78.17,66.05,3,1,"SolidWorks, MATLAB, AutoCAD",0,,0
S0071,Karan,MECH,6.57,47.17,78.9,67.95,3,0,"SolidWorks, Python, MATLAB",1,HCL,436250
S1953,Ananya,CSE,8.15,79.41,57.54,65.5,5,2,"Python, DL, ML",0,,0
S0744,Rahul,CSE,6.03,67.28,57.64,50.9,3,1,"C++, DL, SQL",1,HCL,583933
S1976,Nikhil,ECE,6.75,71.61,71.04,48.62,4,1,"Embedded, Verilog, C++",0,,0
S1854,Aisha,MECH,6.94,55.53,72.55,80.04,3,1,"Python, MATLAB, AutoCAD",0,,0
S0953,Priya,CIVIL,7.41,68.07,55.09,78.83,3,2,"Surveying, AutoCAD, STAAD",1,TCS,476995
S1864,Karan,ECE,5.92,84.7,89.9,66.56,1,0,"C++, Embedded, Verilog",0,,0
S0965,Rahul,ECE,7.18,73.72,83.4,74.87,4,2,"C, C++, Embedded",1,HCL,566218
S0137,Diya,CIVIL,7.06,56.28,66.88,84.6,3,1,"STAAD, Surveying, AutoCAD",1,HCL,436862
S0722,Isha,MECH,8.52,57.09,86.25,66.74,3,2,"AutoCAD, Python, SolidWorks",1,Infosys,350059
S0154,Nikhil,CIVIL,6.74,90.97,74.93,60.62,4,0,"Revit, Surveying, AutoCAD",0,,0
S1646,Ananya,CIVIL,6.62,60.06,77.19,47.27,3,1,"STAAD, Revit, AutoCAD",1,HCL,398777
S1533,Diya,CIVIL,6.33,53.41,78.4,71.94,2,2,"Revit, Surveying, STAAD",1,Infosys,420733
S0613,Rohan,IT,8.66,68.24,65.0,62.82,2,1,"CSS, Node, HTML",0,,0
S1519,Aisha,IT,7.91,69.73,66.55,75.37,3,0,"Java, Node, Express",1,Wipro,511818
S1290,Rahul,CIVIL,8.19,79.54,80.38,71.96,2,0,"Surveying, AutoCAD, STAAD",1,Wipro,418459
S1911,Ananya,CIVIL,7.45,73.53,50.18,74.36,3,0,"Revit, Surveying, STAAD",0,,0
S0005,Aarav,CSE,8.02,68.38,54.14,61.0,3,1,"ML, C++, DL",0,,0
S0936,Priya,IT,8.06,72.98,68.32,78.81,3,1,"Java, CSS, Express",0,,0
S1187,Rohan,CIVIL,8.4,55.9,49.52,54.18,2,0,"Revit, STAAD, Surveying",0,,0
S0769,Nikhil,MECH,5.78,64.34,86.84,75.77,3,0,"MATLAB, SolidWorks, AutoCAD",0,,0
S1674,Karan,CSE,6.85,56.31,73.89,70.13,3,1,"DL, ML, C++",1,TCS,408038
S0412,Nikhil,MECH,7.82,73.66,62.06,66.15,3,0,"Python, SolidWorks, MATLAB",1,HCL,558960
S0776,Ananya,MECH,7.17,85.0,69.1,77.75,3,1,"MATLAB, AutoCAD, SolidWorks",0,,0
S0903,Rohan,IT,7.39,78.53,67.74,91.84,3,1,"Node, React, Express",0,,0
S0296,Ananya,CIVIL,6.51,65.52,68.37,51.99,3,0,"Surveying, STAAD, Revit",0,,0
S0219,Ananya,CIVIL,5.68,75.3,72.14,82.34,3,1,"STAAD, Revit, AutoCAD",1,Infosys,372847
S0772,Karan,CSE,6.97,83.75,65.71,62.81,3,1,"ML, SQL, Python",1,Infosys,559755
S1880,Karan,CIVIL,6.92,56.88,95.64,60.07,2,1,"Surveying, STAAD, Revit",0,,0
S0826,Rohan,MECH,7.72,55.03,79.48,53.85,3,0,"MATLAB, AutoCAD, SolidWorks",0,,0
S1224,Aisha,CIVIL,6.87,65.07,77.93,86.5,2,0,"AutoCAD, STAAD, Revit",1,Infosys,512310
S1740,Karan,CIVIL,8.1,76.03,72.5,66.58,4,2,"STAAD, Surveying, Revit",1,TCS,533527
S0005,Aarav,CSE,8.02,68.38,54.14,61.0,3,1,"ML, C++, DL",0,,0
S0609,Priya,ECE,7.83,62.8,81.41,77.82,2,1,"Embedded, C++, Verilog",0,,0
S0343,Rahul,ECE,7.21,76.2,75.93,60.94,2,0,"VLSI, Embedded, C",1,Wipro,404314
S1152,Diya,CIVIL,8.13,64.3,85.4,68.14,2,2,"Surveying, Revit, AutoCAD",1,HCL,598602
S0496,Karan,CIVIL,6.82,70.98,85.22,77.04,3,0,"AutoCAD, Revit, STAAD",1,TCS,596630
S0339,Isha,CSE,9.18,89.94,70.68,67.75,1,0,"ML, Python, SQL",0,,0
S1770,Isha,IT,6.67,69.31,71.14,56.91,3,2,"React, HTML, Java",1,Wipro,491535
S0860,Karan,IT,6.79,77.83,80.02,51.24,3,2,"CSS, React, HTML",1,Wipro,456159
S1006,Diya,IT,8.21,84.14,74.36,73.37,4,1,"CSS, HTML, Express",1,HCL,353163
S1260,Rohan,ECE,8.0,79.19,89.72,72.09,2,1,"Verilog, C++, C",1,Wipro,472297
S0988,Isha,MECH,7.45,70.66,76.0,61.2,1,1,"Python, MATLAB, AutoCAD",1,TCS,477438
S1672,Isha,IT,7.73,71.59,57.51,61.3,3,1,"React, Java, Express",1,TCS,504354
S0799,Rohan,MECH,7.39,52.99,61.24,43.25,5,1,"Python, MATLAB, SolidWorks",1,TCS,382911
S1590,Ananya,IT,8.51,66.42,96.79,72.53,3,1,"CSS, Java, Node",0,,0
S0298,Karan,CSE,8.99,78.02,74.13,65.64,1,0,"Python, DL, ML",1,HCL,358278
S1200,Aarav,CSE,8.06,67.34,67.38,66.4,3,1,"C++, ML, Python",0,,0
S0409,Ananya,MECH,7.92,70.29,65.31,85.64,3,0,"AutoCAD, SolidWorks, Python",1,TCS,481219
S0539,Isha,ECE,8.37,56.89,89.89,80.76,4,0,"Verilog, C, C++",1,Infosys,500919
S0742,Priya,ECE,7.22,54.66,74.77,64.73,3,0,"Verilog, VLSI, Embedded",1,Wipro,529179
S0901,Aisha,IT,8.01,70.84,57.74,50.94,4,0,"Node, HTML, CSS",1,Infosys,391263
S0862,Ananya,CSE,7.31,68.64,68.09,78.15,2,0,"DL, Python, DataScience",1,Wipro,361393
S1908,Rahul,MECH,5.5,87.56,71.17,63.73,1,2,"AutoCAD, MATLAB, Python",0,,0
S1895,Diya,CSE,7.14,80.47,83.92,80.5,4,2,"DataScience, Python, ML",0,,0
S0540,Nikhil,CSE,6.91,70.72,81.6,79.9,3,1,"SQL, ML, DataScience",1,Wipro,576634
S1923,Diya,IT,7.4,95.0,71.5,61.27,3,2,"HTML, CSS, Java",1,TCS,438743
S0059,Aisha,IT,7.91,71.23,87.3,89.11,2,1,"Express, Node, Java",1,Infosys,374229
S1548,Diya,MECH,8.39,71.9,67.53,56.98,5,0,"MATLAB, Python, AutoCAD",1,TCS,570209
S0488,Priya,CIVIL,8.66,67.75,77.36,47.4,5,0,"AutoCAD, STAAD, Surveying",0,,0
S1150,Nikhil,CIVIL,5.83,63.8,62.76,66.67,4,1,"Surveying, STAAD, AutoCAD",1,TCS,559224
S1748,Priya,ECE,7.3,71.97,58.12,73.39,2,1,"VLSI, C, Verilog",1,HCL,508471
S0645,Nikhil,MECH,8.25,81.27,85.19,66.8,4,1,"SolidWorks, AutoCAD, Python",1,HCL,417482
S0375,Aarav,CSE,6.44,47.86,97.27,70.08,1,1,"Python, DataScience, ML",1,HCL,587482
S1214,Nikhil,CIVIL,7.28,61.05,81.7,52.81,2,2,"Surveying, AutoCAD, STAAD",0,,0
S0664,Rahul,IT,7.97,60.39,86.02,39.89,3,1,"React, Express, Java",0,,0
S1503,Rohan,MECH,8.21,65.87,73.12,54.14,2,1,"AutoCAD, SolidWorks, Python",1,Wipro,536071
S1621,Ananya,IT,7.89,76.79,73.47,62.32,2,0,"CSS, Express, React",1,Infosys,454497
S0081,Priya,MECH,7.0,78.64,84.46,67.59,1,1,"SolidWorks, MATLAB, Python",1,TCS,356490
S0950,Diya,MECH,6.4,62.95,72.95,91.9,3,0,"SolidWorks, AutoCAD, Python",1,TCS,500784
S0948,Rohan,CSE,6.86,82.65,38.7,59.86,3,0,"DataScience, Python, ML",0,,0
S0432,Nikhil,IT,10.0,77.52,60.23,63.71,5,1,"React, CSS, Java",0,,0
S1759,Aisha,IT,6.83,69.38,80.68,59.56,2,2,"Express, React, Node",0,,0
S1843,Aarav,MECH,7.83,78.75,55.0,92.85,2,1,"MATLAB, Python, AutoCAD",0,,0
S1083,Karan,IT,7.05,81.87,65.99,82.13,3,2,"React, Java, CSS",0,,0
S1059,Rahul,IT,6.66,65.09,82.94,76.3,4,1,"React, Express, Node",1,Infosys,486942
S0123,Nikhil,MECH,6.71,52.33,47.46,56.63,4,1,"Python, SolidWorks, AutoCAD",0,,0
S1369,Isha,IT,7.99,65.12,78.64,76.64,2,1,"React, Node, Java",1,Infosys,468188
S0654,Isha,CSE,7.05,66.61,83.61,72.1,2,0,"ML, SQL, DL",0,,0
S1856,Rahul,IT,7.69,66.66,88.96,49.57,2,1,"CSS, HTML, Java",1,Infosys,365856
S1339,Karan,CSE,7.01,66.93,58.34,62.69,4,1,"ML, C++, DL",1,Wipro,444626
S1436,Diya,CSE,7.84,61.02,56.22,67.41,3,1,"C++, SQL, Python",1,HCL,436845
S1550,Diya,CSE,6.23,78.96,97.03,62.98,3,1,"ML, DataScience, C++",1,Wipro,357782
S1567,Aarav,MECH,6.81,84.12,66.09,74.27,3,1,"MATLAB, Python, AutoCAD",1,Infosys,594326
S0162,Aarav,CSE,7.6,95.0,51.88,68.42,1,0,"C++, ML, Python",0,,0
S1539,Karan,CIVIL,7.72,74.35,58.44,75.67,3,1,"Revit, STAAD, Surveying",1,HCL,501925
S1477,Diya,CIVIL,8.25,61.09,82.6,62.32,4,1,"Revit, STAAD, AutoCAD",1,Infosys,549269
S0084,Nikhil,ECE,9.05,58.48,89.66,58.92,1,2,"Embedded, Verilog, VLSI",1,HCL,458463
S1515,Nikhil,MECH,7.58,67.82,88.85,81.59,5,1,"SolidWorks, AutoCAD, Python",1,HCL,542509
S1557,Priya,CSE,6.63,63.57,78.75,80.59,4,1,"DL, SQL, DataScience",1,Wipro,520927
S1221,Aisha,MECH,6.16,64.69,65.21,61.41,1,1,"AutoCAD, MATLAB, Python",1,TCS,388756
S0117,Aisha,MECH,9.4,68.29,79.24,63.5,3,1,"MATLAB, AutoCAD, Python",0,,0
S1563,Aarav,ECE,7.11,64.97,89.67,55.16,5,2,"C, Verilog, C++",1,Infosys,583769
S1749,Priya,CSE,8.4,77.83,63.6,67.71,2,1,"ML, Python, DL",0,,0
S0149,Nikhil,IT,7.87,65.23,57.88,76.15,2,1,"Node, Java, CSS",1,Wipro,384693
S0215,Isha,IT,8.19,85.24,65.86,79.75,5,0,"Node, React, Java",1,Wipro,516756
S1611,Isha,ECE,7.65,53.98,72.99,81.13,3,1,"C, VLSI, C++",1,Wipro,426053
S0577,Diya,ECE,10.0,62.3,76.33,45.29,3,2,"C, VLSI, Embedded",1,Infosys,358552
S1485,Priya,ECE,8.61,68.92,56.58,81.96,3,2,"VLSI, Verilog, C++",0,,0
S0607,Diya,CIVIL,6.75,50.07,74.54,65.77,3,0,"AutoCAD, Revit, STAAD",0,,0
S1485,Priya,ECE,8.61,68.92,56.58,81.96,3,2,"VLSI, Verilog, C++",0,,0
S1160,Diya,MECH,7.53,72.72,65.2,63.82,5,0,"Python, MATLAB, AutoCAD",1,Infosys,405124
S1799,Nikhil,CSE,7.86,64.58,89.78,48.97,3,2,"DL, ML, Python",1,TCS,379792
S0690,Ananya,MECH,7.42,74.84,63.54,84.15,2,1,"MATLAB, AutoCAD, SolidWorks",0,,0
S1275,Karan,CIVIL,8.54,77.39,62.01,73.26,2,1,"AutoCAD, Surveying, STAAD",1,TCS,552076
S1178,Priya,CSE,5.95,82.25,76.68,71.47,3,0,"ML, C++, Python",1,TCS,371059
S1536,Diya,ECE,9.32,55.08,62.1,69.83,3,1,"Verilog, C, VLSI",0,,0
S1998,Karan,IT,5.5,79.73,76.87,71.86,4,1,"CSS, Node, Express",0,,0
S1675,Diya,CSE,9.17,68.82,75.53,69.24,2,1,"Python, SQL, C++",1,HCL,559242
S0834,Rohan,IT,5.52,95.0,66.01,80.17,3,1,"React, Node, Java",0,,0
S0359,Ananya,MECH,7.22,57.31,95.7,73.7,3,1,"MATLAB, Python, AutoCAD",1,Wipro,378440
S1863,Aarav,CSE,8.75,56.81,78.97,63.65,2,1,"ML, SQL, Python",0,,0
S0974,Karan,CIVIL,8.29,79.08,62.18,79.91,2,1,"Surveying, Revit, AutoCAD",1,TCS,582361
S1658,Priya,MECH,8.15,78.76,68.42,72.99,2,1,"SolidWorks, AutoCAD, Python",0,,0
S0494,Aarav,IT,6.53,70.61,80.43,85.69,3,0,"Express, React, Java",1,Infosys,363540
S0312,Karan,MECH,7.94,88.55,49.0,51.2,4,1,"Python, SolidWorks, AutoCAD",1,Wipro,599941
S1313,Ananya,IT,6.88,67.89,78.82,77.68,2,0,"Java, Express, CSS",0,,0
S0107,Rahul,ECE,7.02,65.64,79.7,72.3,3,2,"C++, VLSI, Embedded",1,Infosys,598508
S0111,Aarav,ECE,6.53,61.27,88.07,59.64,1,1,"C++, C, Verilog",1,Wipro,528836
S0938,Isha,CIVIL,7.11,65.53,57.19,77.97,3,1,"STAAD, Revit, Surveying",1,Infosys,406421
S1715,Rohan,MECH,7.07,60.54,89.55,66.41,3,0,"Python, AutoCAD, MATLAB",0,,0
S0493,Karan,CSE,6.76,83.8,85.95,76.93,3,0,"DL, ML, SQL",0,,0
S0728,Aisha,IT,7.54,68.89,45.28,65.88,3,1,"Express, React, HTML",1,TCS,457963
S1556,Ananya,IT,8.49,58.43,78.94,54.2,4,2,"Express, React, HTML",1,Infosys,574274
S1904,Aisha,IT,7.66,74.5,58.97,65.83,2,0,"HTML, Node, Express",1,TCS,594503
S1461,Nikhil,MECH,6.69,79.35,72.93,48.44,2,1,"Python, AutoCAD, SolidWorks",1,Infosys,360339
S0682,Ananya,ECE,6.5,54.78,85.46,62.81,1,1,"Verilog, Embedded, C",0,,0
S1616,Nikhil,CSE,5.5,66.99,65.11,77.06,4,1,"ML, C++, DL",1,HCL,549435
S0351,Rohan,CIVIL,6.68,74.37,64.33,46.03,3,1,"STAAD, Revit, AutoCAD",1,TCS,541200
S1963,Karan,CSE,7.96,73.22,75.22,66.94,3,1,"Python, SQL, C++",1,Wipro,570955
S1740,Karan,CIVIL,8.1,76.03,72.5,66.58,4,2,"STAAD, Surveying, Revit",1,TCS,533527
S0938,Isha,CIVIL,7.11,65.53,57.19,77.97,3,1,"STAAD, Revit, Surveying",1,Infosys,406421
S0662,Rohan,IT,7.6,69.87,73.87,53.77,3,1,"Java, Express, CSS",1,HCL,495886
S0470,Priya,IT,7.85,66.57,66.24,37.91,3,1,"React, CSS, HTML",0,,0
S0513,Nikhil,CSE,5.5,78.82,72.75,77.56,3,2,"Python, C++, ML",0,,0
S0850,Rahul,ECE,7.99,86.3,76.75,60.81,3,1,"Embedded, VLSI, C++",1,HCL,426960
S1740,Karan,CIVIL,8.1,76.03,72.5,66.58,4,2,"STAAD, Surveying, Revit",1,TCS,533527
S0631,Aisha,IT,6.66,75.46,51.04,68.69,3,2,"CSS, React, Node",1,TCS,498840
S1692,Priya,IT,7.72,63.6,52.33,95.0,2,0,"Java, Node, Express",1,Infosys,415340
S1248,Nikhil,CSE,7.28,74.65,80.33,78.87,3,1,"Python, DataScience, C++",1,TCS,508054
S1057,Diya,CSE,7.36,57.01,70.56,89.24,4,1,"ML, DataScience, DL",0,,0
S1381,Diya,ECE,5.95,74.67,74.72,73.43,3,1,"Embedded, C++, Verilog",0,,0
S1847,Nikhil,CSE,7.33,75.38,82.84,64.89,4,1,"DataScience, C++, SQL",1,Wipro,419182
S0040,Rohan,CIVIL,7.68,83.48,67.61,75.47,3,1,"AutoCAD, STAAD, Revit",1,Wipro,550111
S0570,Ananya,CSE,7.0,65.7,77.09,62.97,2,1,"SQL, Python, ML",0,,0
S1731,Aarav,ECE,8.35,49.73,80.09,65.6,1,1,"C, C++, Embedded",1,Wipro,546758
S1862,Nikhil,ECE,7.17,49.67,76.91,48.75,2,2,"C++, VLSI, Verilog",1,Wipro,424254
S1282,Karan,MECH,5.75,72.04,87.91,74.66,1,1,"MATLAB, AutoCAD, SolidWorks",1,TCS,397136
S1019,Isha,ECE,5.5,76.49,91.21,71.45,3,2,"Embedded, C++, Verilog",1,TCS,358602
S1210,Nikhil,IT,7.35,70.59,70.5,69.37,2,2,"Express, Node, React",0,,0
S1245,Rahul,ECE,9.19,82.91,58.29,80.86,2,0,"Verilog, C++, C",1,HCL,484130
S1762,Diya,CIVIL,7.85,65.54,100.0,60.46,2,1,"Surveying, AutoCAD, STAAD",1,HCL,555112
S1920,Aarav,CIVIL,5.81,66.8,70.51,64.66,2,0,"Revit, AutoCAD, STAAD",1,HCL,475418
S1145,Rohan,ECE,7.73,74.56,77.12,71.15,5,0,"C++, Verilog, Embedded",1,TCS,366601
S1304,Diya,CIVIL,6.68,83.15,66.41,74.1,1,1,"Revit, Surveying, STAAD",1,Wipro,356374
S1346,Aarav,CIVIL,7.33,73.09,68.93,62.77,4,2,"Revit, Surveying, STAAD",1,Infosys,395570
S0705,Aarav,ECE,8.55,68.23,54.76,74.1,2,1,"C++, VLSI, C",1,Infosys,420540
S1695,Ananya,ECE,7.59,62.89,72.94,55.98,5,1,"C, Embedded, Verilog",1,Infosys,393240
S1096,Aarav,IT,7.08,67.8,87.71,68.43,4,1,"Express, React, CSS",0,,0
S1184,Priya,ECE,7.79,62.75,77.64,84.37,2,1,"C++, Verilog, Embedded",0,,0
S0042,Nikhil,IT,6.66,71.41,72.54,66.18,1,1,"HTML, Java, React",1,Infosys,392830
S0550,Nikhil,ECE,7.39,45.1,81.47,78.18,2,0,"VLSI, C++, Verilog",1,Wipro,390822
S1956,Isha,IT,7.38,66.05,65.82,37.83,2,2,"CSS, Node, Express",0,,0
S1648,Karan,CIVIL,6.03,85.3,86.26,81.92,3,1,"AutoCAD, Revit, Surveying",1,TCS,432687
S1626,Aarav,MECH,7.92,62.01,62.2,72.95,2,1,"SolidWorks, Python, AutoCAD",0,,0
S0224,Aisha,ECE,6.33,76.54,69.14,65.65,4,1,"C, Embedded, C++",1,Wipro,446635
S0047,Aisha,ECE,8.61,67.18,76.64,75.37,3,1,"Embedded, VLSI, Verilog",0,,0
S1759,Aisha,IT,6.83,69.38,80.68,59.56,2,2,"Express, React, Node",0,,0
S1972,Aarav,MECH,6.5,60.77,81.09,67.68,3,2,"Python, SolidWorks, AutoCAD",0,,0
S1484,Rahul,MECH,7.53,52.59,61.08,67.27,4,1,"SolidWorks, AutoCAD, Python",1,Infosys,456757
S1607,Aisha,CIVIL,7.2,56.05,67.35,63.0,3,1,"AutoCAD, Revit, Surveying",1,TCS,555508
S1103,Aarav,CSE,7.97,76.99,44.0,75.76,4,1,"ML, DataScience, C++",1,Infosys,574010
S1726,Aisha,IT,9.1,66.99,56.13,47.97,4,1,"Node, Java, Express",0,,0
S0250,Isha,CSE,8.31,59.09,76.59,68.03,3,2,"DataScience, C++, SQL",1,HCL,365544
S1202,Aisha,MECH,7.45,79.6,69.71,61.33,3,0,"SolidWorks, AutoCAD, MATLAB",1,Wipro,571574
S1842,Rohan,CSE,7.69,83.39,68.44,80.0,3,1,"SQL, DL, Python",0,,0
S1114,Rahul,CIVIL,8.0,67.79,70.05,61.13,4,2,"AutoCAD, STAAD, Revit",1,TCS,570503
S1367,Nikhil,CSE,7.16,84.29,55.21,78.27,2,1,"Python, ML, DataScience",1,Wipro,350720
S0413,Diya,CIVIL,10.0,58.0,64.93,64.67,2,2,"Surveying, STAAD, Revit",0,,0
S1035,Rahul,CIVIL,7.95,61.51,82.88,70.17,1,1,"Revit, Surveying, STAAD",1,TCS,533917
S1934,Nikhil,CIVIL,8.73,73.89,75.88,82.55,2,0,"Revit, AutoCAD, STAAD",1,HCL,583453
S0181,Nikhil,CIVIL,7.19,67.6,54.3,64.45,2,0,"STAAD, Surveying, Revit",0,,0
S1912,Nikhil,CIVIL,7.86,73.67,81.47,71.84,4,0,"Revit, AutoCAD, STAAD",1,HCL,512439
S0981,Rohan,ECE,8.36,78.93,78.13,60.35,2,0,"Embedded, C, Verilog",0,,0
S0504,Rahul,CSE,9.08,55.95,92.41,75.62,2,0,"Python, DataScience, ML",1,Wipro,401013
S1718,Ananya,IT,5.65,73.89,63.72,81.28,4,1,"Java, CSS, Node",1,Wipro,458684
S1835,Rahul,IT,7.9,65.36,63.19,61.26,4,1,"React, HTML, CSS",1,Wipro,460066
S0600,Isha,ECE,6.55,64.86,74.66,70.39,3,0,"Embedded, Verilog, VLSI",1,TCS,366422
S0014,Karan,MECH,7.38,71.82,80.77,69.67,3,0,"MATLAB, AutoCAD, Python",0,,0
